Organization Name,Organization Name URL,Full Description,Website,Industries,Headquarters Location,Description,CB Rank (Company),Founded Date,Founded Date Precision,Number of Employees,Monthly Visits,Headquarters Regions,Postal Code,Diversity Spotlight,Operating Status,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Twitter,Facebook,LinkedIn,Contact Email,Phone Number,Number of Articles,Hub Tags,Actively Hiring,Number of Sub-Orgs,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Industry Groups,Number of Founders,Founders,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Contact Job Departments,Number of Contacts,Number of Private Contacts,Average Visits (6 months),Monthly Visits Growth,Estimated Revenue Range,School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni),Number of Alumni,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors
Amedeo Testoni,https://www.crunchbase.com/organization/amedeo-testoni,"a.testoni story is the history of the most authentic Italian tradition, starting in 1929 in Bologna, where Amedeo Testoni, the founder, had a small shoemaking workshop. An heritage, made of exclusive craftsmanship and extreme attention to the quality of the leather and constructions, that is still the fundamental value of that multinational company that a.testoni is today. This knowledge meets in every collection a strong research in terms of design, colours and aesthetic details, developing men and women bags, shoes, jackets, small leather goods. This mix of ancient roots and innovation, informal luxury and contemporary elegance, makes of a.testoni a really unique reality and enabled the brand to become symbol of Made in Italy in the international luxury panorama.",https://www.testoni.com/,"Fashion, Manufacturing, Retail","Bologna, Emilia-Romagna, Italy",Amedeo Testoni is a manufacturer of luxury Italian footwear products and accessories.,"678,505",1929-01-01,year,51-100,"5,393","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Active,2021-11-04,day,,,For Profit,https://twitter.com/a_testoni?lang=en,https://www.facebook.com/amedeotestoni.official/,https://www.linkedin.com/company/amedeotestoni/,cs@amedeotestoni.com,+(39) 06 6787718,,,,,,,,,,,,,,,,"Clothing and Apparel, Commerce and Shopping, Design, Manufacturing",1,Bruno Fantechi,,M&A,,,,,,Marketing,1,,,8.45%,$1M to $10M,,,,,,,,,,,,,,,,,,,
Amissima,https://www.crunchbase.com/organization/amissima,Amissima is an insurance company.,https://www.amissima.it/,"Financial Services, Insurance","Milan, Lombardia, Italy",Amissima is an insurance company.,"3,578,142",1920-01-01,year,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",20156,,Closed,2021-09-23,day,2022-08-02,day,For Profit,https://twitter.com/amissima_ga,https://www.facebook.com/pg/Amissima.Gruppo.Assicurativo,https://www.linkedin.com/company/amissima-assicurazioni---asset-management-&-insurance-solutions/,amissima@pec.amissima.it,02.3076.1,1,,,,,,,,,,,,,,,Financial Services,,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amm SpA,https://www.crunchbase.com/organization/amm-spa,Amm SpA is an Italian company that specializes in web marketing services and supplying technology for sending mass messages.,https://www.ammadv.it,"Advertising, Marketing","Arezzo, Toscana, Italy",Amm SpA is an Italian company that specializes in web marketing services and supplying technology for sending mass messages.,"1,436,558",2008-01-01,year,11-50,"3,384","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Closed,2021-04-27,day,,none,For Profit,,,https://in.linkedin.com/company/aruba-media-marketing,,,,,,,,,,,,,,,,,,"Advertising, Sales and Marketing",,,,M&A,,,,,,,,,,-99.44%,$1M to $10M,,,,,,,,,,,,,,,,,,,
Ammagamma,https://www.crunchbase.com/organization/ammagamma,Ammagamma is a company that offers advanced mathematics solutions to guide companies towards new sustainable social and productive visions.,https://ammagamma.com/,"Email, Information Services, Information Technology","Modena, Emilia-Romagna, Italy",Ammagamma is a company that offers advanced mathematics solutions to guide companies towards new sustainable social and productive visions.,"341,936",2013-01-01,year,101-250,"7,405","European Union (EU), Europe, Middle East, and Africa (EMEA)",41121,,Active,2023-11-28,day,,,For Profit,https://www.twitter.com/@AmmagammaSrl,https://www.facebook.com/ammagammasrl/,https://www.linkedin.com/company/ammagamma/,info@ammagamma.com,39 059 238904,2,,,,,,,,,,,,,,,"Information Technology, Internet Services, Messaging and Telecommunications",,,,M&A,,,,,,"Engineering, Operations, Sales, Support",15,,,2506.59%,$1M to $10M,,,,,,,,,,,,,,,,,,,
Amnol Chimica Biologica,https://www.crunchbase.com/organization/amnol-chimica-biologica,"Amnol Chimica Biologica Produces food supplements and dermocosmetics for the biochemical, biotechnological, and pharmaceutical industries. The company's goods include health supplements, medical gadgets, and equipment that specialise in phlebology, lymphology, and skin wellness, allowing its clients to benefit from efficacy and improved health throughout their daily lives.",https://www.amnol.net,"Manufacturing, Nutrition, Pharmaceutical","Novara, Piemonte, Italy","Amnol Chimica Biologica Produces food supplements and dermocosmetics for the biochemical, biotechnological, and pharmaceutical industries.","1,790,632",1978-01-01,year,1-10,"1,613","European Union (EU), Europe, Middle East, and Africa (EMEA)",28100,,Active,2023-05-05,day,,,For Profit,,https://www.facebook.com/amnolintegratori,https://www.linkedin.com/company/amnol,info@amnol.net,+39 0321 499199,,,,,,,,,,,,,,,,"Food and Beverage, Health Care, Manufacturing",,,,M&A,,,,,,,,,,-98.70%,,,,,,,,,,,,,,,,,,,,
Angelini Beauty,https://www.crunchbase.com/organization/angelini-beauty,"Angelini Beauty creates, develops, and distributes perfume and skin care products.",https://www.angelinibeauty.com,"Beauty, Cosmetics, Manufacturing, Wholesale","Milan, Lombardia, Italy","Angelini Beauty creates, develops, and distributes perfume and skin care products.","440,908",,,251-500,"2,399","European Union (EU), Europe, Middle East, and Africa (EMEA)",20124,,Active,2025-01-31,day,,,For Profit,,,https://www.linkedin.com/company/angelini-beauty,info@angelinibeauty.it,+39 287133800,,,,,,,,,,,,,,,,"Commerce and Shopping, Consumer Goods, Manufacturing",,,,M&A,,,,,,,,,,-62.86%,$50M to $100M,,,,,,,,,,,,,,,,,,,
Angelo Randazzo S.r.l.,https://www.crunchbase.com/organization/angelo-randazzo-s-r-l,Angelo Randazzo Srl owns and operates optical retail stores in Italy.,http://www.randazzo.it/,"Eyewear, Retail","Palermo, Sicilia, Italy",Angelo Randazzo S.r.l.  owns and operates optical retail stores in Italy .,"3,539,610",1880-01-01,year,51-100,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",90139,,Closed,2014-12-10,day,,none,For Profit,,,,,,,,,,,,,,,,,,,,,"Commerce and Shopping, Consumer Goods",,,1,M&A,2004-01-01,,,,Private Equity,,,,,,,,,,,,,,,,Private Equity,,,,,,,Synergo Capital,1,1
ANIMA,https://www.crunchbase.com/organization/anima-2,"ANIMA is a reference point in the Italian asset management industry, with assets un​der management of ​72​ ​billion euros​ (data as of December 31​, 2016​)​, more than one hundred ​distribution agreements and some one million customers*. ANIMA is a growing business, with more than 245 professionals*: more than 65 are dedicated to investment and product development, o​ver 50 work in sales and support, over 65 in supervision and control and over 55 in the operating platform.",https://www.animasgr.it,"Asset Management, Consulting, Financial Services, Wealth Management","Milano, Lombardia, Italy",ANIMA is a reference point in the Italian asset management industry.,"269,720",1984-01-01,year,101-250,"38,910","European Union (EU), Europe, Middle East, and Africa (EMEA)",20121,,Active,2014-04-17,day,,,For Profit,https://twitter.com/anima_sgr,https://www.facebook.com/animasgr/,https://www.linkedin.com/company/anima-sgr,ir@animaholding.it,+39 02 635361,45,,,,,,1,1,,,1,1,,,,"Financial Services, Professional Services",,,,M&A,,,,,,,,,"63,273.50",-38.77%,$1B to $10B,,,,,,,,,,,,,,,,,,,
Anni Azzurri,https://www.crunchbase.com/organization/anni-azzurri,"Anni Azzurri is owns and operates nursing homes and retirement homes. he company treates specific pathologies and senior citizens with acquired disabilities, psychiatric illnesses, dementia and Alzheimer, multiple sclerosis, and those in a persistent vegetative state.",https://anniazzurri.it/,"Health Care, Nursing and Residential Care, Rehabilitation","Milan, Lombardia, Italy",Anni Azzurri is owns and operates nursing homes and retirement homes.,"933,576",2002-01-01,year,1001-5000,"65,739","European Union (EU), Europe, Middle East, and Africa (EMEA)",20122,,Active,2006-01-01,day,,,For Profit,,,https://www.linkedin.com/company/residenze-anni-azzurri-srl/about/,,+39 026 713281,,,,,,,,,,,,,,,,Health Care,,,,M&A,,,,,,,1,,,-44.90%,,,,,,,,,,,,,,,,,,,,
AnnunciAnimali.it,https://www.crunchbase.com/organization/annuncianimali-it,AnnunciAnimali.it is an Italian portal of free advertisements dedicated to animals.,https://animali.it/,"Advertising, Pet, Veterinary","Milan, Lombardia, Italy",AnnunciAnimali.it is an Italian portal of free advertisements dedicated to animals.,"3,557,268",2006-01-01,year,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Active,2021-02-10,day,,,For Profit,https://twitter.com/annuncianimalit,https://www.facebook.com/pg/annuncianimali.it/,,assistenza@annuncianimali.it,,1,,,,,,,,,,,,,,,"Advertising, Community and Lifestyle, Health Care, Sales and Marketing",,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anobii,https://www.crunchbase.com/organization/anobii,"Anobii is an online reading community built by readers for readers allowing you to shelve, find and share books.",http://www.anobii.com,"EBooks, Social, Social Network","Torino, Piemonte, Italy","Anobii is an online reading community that enables its users to shelve, find, and share books.","455,332",2006-01-01,year,11-50,"320,255","European Union (EU), Europe, Middle East, and Africa (EMEA)",10122,,Active,2019-06-01,day,,,For Profit,http://twitter.com/aNobii,http://www.facebook.com/aNobii,https://www.linkedin.com/company/anobii,contact@anobii.com,,8,,,,,,,,,,,,,,,"Community and Lifestyle, Content and Publishing, Internet Services, Media and Entertainment",1,Greg Sung,,M&A,,,,,,,,,"415,471.50",-2.15%,,,,,,,,,,,,,,,,,,,,
Ansaldo Energia,https://www.crunchbase.com/organization/ansaldo-energia,"Ansaldo Energia  is a international player in the power generation industry, to which it brings an integrated model embracing turnkey power plants costruction, power equipment (gas & steam turbines, generators and microturbines), manufacturing and services and nuclear activities.​ Ansaldo Energia is active as full service provider with a broad portfolio on heavy duty gas turbines offering complete maintenance solutions on power generation rotating equipment and plants, built both by itself or by other OEMs.",https://www.ansaldoenergia.com/,"Energy, Renewable Energy","Podere Liguria, Emilia-Romagna, Italy","Ansaldo Energia is a supplier, installer and service provider for power generation plants and components.","172,058",1853-01-01,year,1001-5000,"83,367","European Union (EU), Europe, Middle East, and Africa (EMEA)",16152,,Active,2013-10-04,day,,,For Profit,https://twitter.com/ansaldoenergia,,https://in.linkedin.com/company/ansaldo-energia,info@ansaldoenergia.com,,39,,,,,,,,,,,,,,,"Energy, Sustainability",,,1,M&A,2014-05-09,400000000,EUR,550356218,Private Equity,"Engineering, Finance, Human Resources, Management, Operations, Product, Sales",87,,"79,953.33",35.24%,$1B to $10B,,,,,,,400000000,EUR,550356218,Private Equity,400000000,EUR,550356218,400000000,EUR,550356218,,,
Antex,https://www.crunchbase.com/organization/antex,Antex providing personnel management and administration services.,http://www.antex.it/,Commercial,"Milano, Lombardia, Italy",Antex providing personnel management and administration services.,"2,218,665",1962-01-01,year,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",20123,,Closed,2013-02-13,day,,none,For Profit,,,,,(390)240-9991,1,,,,,,,,,,,,,,,Other,,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antica Valserchio,https://www.crunchbase.com/organization/antica-valserchio,,https://anticavalserchio.com/,Textiles,"Castelnuovo Di Garfagnana, Toscana, Italy",Antica Valserchio are into textile business.,"3,419,973",1952-01-01,year,101-250,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",55032,,Active,2021-09-08,day,,,For Profit,https://twitter.com/avs_srl?lang=en,https://www.facebook.com/anticavalserchiosrl/,https://www.linkedin.com/company/antica-valserchio-s.r.l./,advertising@anticavalserchio.com,+39 0583 65375,,,,,,,,,,,,,,,,Manufacturing,,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antil,https://www.crunchbase.com/organization/antil,"Antil has been designing and manufacturing machines and sub-assemblies for the industrial sector. Over the years the robots dedicated to bending metal sheets have grown, the assembimenti for loading and unloading of laser cutting machines and punching machines, and lately the automatic warehouses for sheet metal. Antil products are appreciated by all for their ability to adapt to the needs of the customer: this success has the three fundamental roots.",https://www.antilrobotics.it,"Industrial Automation, Machinery Manufacturing, Manufacturing, Product Design","San Giuliano Milanese, Lombardia, Italy",Antil is a designer and manufacturer of machines and servo systems for the industrial sector.,"2,052,208",1989-01-01,year,11-50,378,"European Union (EU), Europe, Middle East, and Africa (EMEA)",20098,,Active,2018-06-28,day,,,For Profit,,,https://www.linkedin.com/company/antil,info@antil.it,+39 0 298244688,,,,,,,,,,,,,,,,"Design, Manufacturing, Science and Engineering",,,,M&A,,,,,,,,,,,$1M to $10M,,,,,,,,,,,,,,,,,,,
Antlos,https://www.crunchbase.com/organization/antlos,"Antlos is a peer-to-peer online marketplace that offers all-inclusive experience-driven boat holidays, published and managed directly by local Skippers, who are the captains and owners of the boat. Based on the principles of a Sharing Economy, Antlos makes yachting simple, affordable and accessible to everyone. Every Skipper may publish several listings and be contacted by registered users willing to book a holiday. Guests can choose from different destinations and experiences offered and safely pay online via credit card, Paypal and Bank Wire. The Skippers can start earning from the rental of their boat without having to pay any agency fees and clients can book their holidays easily and safely thanks to Antlos' flexible cancellation policies and clear terms and conditions. Antlos was born in Venice and grown in H-FARM Campus. The team is composed of young professionals, passionate and expert on travel and the maritime industry, coming from different work experiences. Recently Antlos has been merged with the Swiss company which runs Sailogy.com. ",https://www.antlos.com/,"Boating, Information and Communications Technology (ICT), Marketplace, Sailing, Tourism, Travel","Roncade, Veneto, Italy",Antlos is a peer-to-peer online marketplace that offers all-inclusive experience-driven boat holidays.,"169,493",2014-01-01,year,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",31056,,Active,2018-05-02,day,,,For Profit,http://www.twitter.com/Antlos,https://www.facebook.com/antlosofficial/,http://www.linkedin.com/company/antlos-s-r-l-,info@antlos.com,+44 20 3808 5960,4,,,,,,,,,,,,,,,"Commerce and Shopping, Information Technology, Sports, Travel and Tourism",3,"Marco Signori, Michelangelo Ravagnan, Nicola Peduzzi",5,M&A,2016-05-26,400000,EUR,447709,Convertible Note,,,,,,Less than $1M,,,,,,,,,,Seed,600000,EUR,681816,1000000,EUR,1129525,"Club Italia Investimenti 2, H-FARM, IMPACT Accelerator, iStarter, Incos Invest",1,6
API S.p.A,https://www.crunchbase.com/organization/api-s-p-a,"API is an Italian company specialized in the production of thermoplastic elastomeric compounds and bioplastics. Founded in 1956, API has developed a deep and proven experience based on continuous research into innovative, customized compounds for a wide range of applications.",http://www.apiplastic.com/en,Chemical,"Mussolino, Veneto, Italy","API is been working in the research, development and production.","1,165,395",1956-01-01,year,101-250,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",36065,,Active,2017-06-15,day,,,For Profit,https://www.twitter.com/googledoodles,,https://www.linkedin.com/company/api-applicazioni-plastiche-industriali-spa,api@apiplastic.com,+390424579711,,,,,,,,,,,,,,,,Science and Engineering,,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
API SpA,https://www.crunchbase.com/organization/api-spa,"API SpA is a manufacturer of polyurethane- and urethane-based flooring and decking solutions for mega-ship and naval applications, as well as epoxy and polyurethane flooring systems for the Italian building market. Its products include a wide range of protective, restorative and decorative coatings.",http://www.api-spa.com,"Chemical, Manufacturing","Mignanego, Liguria, Italy",API SpA is a producer and installer of polyurethane and urethane-based flooring and decking solutions.,"1,141,424",1958-01-01,year,11-50,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",16018,,Active,2011-08-03,day,,,For Profit,,,https://www.linkedin.com/company/api-spa,,+390107720751,,,,,,,,,,,,,,,,"Manufacturing, Science and Engineering",,,,M&A,,,,,,Operations,2,,,,,,,,,,,,,,,,,,,,,,,
